"lon","lat","beta.mean","beta.sd","n.members"
167.5,27.8010482788086,-0.0022195070937684,0.0173076259118096,20
167.5,28.7434539794922,-0.00152467227350487,0.0194875056136159,20
167.5,29.6858673095703,-7.35819808837882e-06,0.0213459863628664,20
167.5,30.6282730102539,0.00183178133156316,0.0225404352773795,20
167.5,31.5706787109375,0.00451597785991461,0.0242200127745516,20
167.5,32.5130920410156,0.00750612676864041,0.0259722942555209,20
167.5,33.4554977416992,0.00942825538857932,0.0264515131535035,20
167.5,34.3979034423828,0.0107758145489761,0.025942166161372,20
167.5,35.3403167724609,0.0114782518377624,0.0248360214938487,20
167.5,36.2827224731445,0.0122969923246171,0.0233174741071703,20
167.5,37.2251281738281,0.0128046433701173,0.021847539106703,20
167.5,38.1675415039062,0.0125285780598137,0.0202474546458165,20
167.5,39.1099548339844,0.0114782154457422,0.0186272565333085,20
167.5,40.0523529052734,0.00997862795644036,0.0178819223401292,20
167.5,40.9947662353516,0.00811258048712274,0.0183590318672146,20
167.5,41.9371795654297,0.00634706915508866,0.0199324003093562,20
167.5,42.8795776367188,0.00444204700839954,0.0224361304972484,20
167.5,43.8219909667969,0.00331687567904122,0.023389243789945,20
167.5,44.764404296875,0.00244432232607233,0.0225219000512422,20
167.5,45.7068023681641,0.00185466938219366,0.0207947702522304,20
167.5,46.6492156982422,0.00143981168583485,0.0178927139657376,20
167.5,47.5916290283203,0.00136914644908155,0.0157751826580944,20
167.5,48.5340270996094,0.00155359748421513,0.0151184627490674,20
167.5,49.4764404296875,0.00170454288047877,0.0155031595985748,20
167.5,50.4188537597656,0.00192754342492974,0.0156468047963515,20
167.5,51.3612518310547,0.00215123491843901,0.0154615067064041,20
167.5,52.3036651611328,0.00231574454306295,0.0161149429010074,20
167.5,53.2460784912109,0.00240612557971373,0.0178128164462595,20
167.5,54.1884765625,0.00267981338645445,0.0201603388149039,20
167.5,55.1308898925781,0.00308471718547251,0.0213379318168106,20
